名称,户型,面积,朝向,是否装修,有无电梯,总价,单价,产权信息
新挂牌好赞精装两房，贝壳专属房源 业主诚意出售！！,2室2厅,82.86平米,南,精装,中楼层(共30层),235,28362,共有
东湖大郡三期，满五年，高楼层全湖景，小区中间,2室2厅,90.88平米,南 北,精装,27层,376,41374,共有
精装修多层洋房  得房率高 小区中间位置 安静舒适,3室2厅,94.29平米,南,精装,低楼层(共6层),192,20363,非共有
橙家小三房诚心出售 看房有钥匙 简装当成毛坯卖,3室2厅,78.29平米,南,毛坯,高楼层(共27层),156.7,20016,非共有
三元新上:小两房 适合小年轻过渡房 看房随时 低总价,2室1厅,65.02平米,南,精装,7层,125,19225,非共有
美乐城复式精装三房，家具家电全留，税费少，随时看房,3室2厅,48.57平米,东,精装,中楼层(共17层),67.5,13898,共有
精装2房+好位置好楼层+全天采光+观湖景+满五唯一,2室2厅,89.74平米,南,简装,高楼层(共29层),242,26967,共有
【小魏推荐】满五唯一，小高层，全明格局，近11号线,2室2厅,82.28平米,南 北,毛坯,低楼层(共11层),158,19203,非共有
东港八组团 中间楼层 位置佳 采光足,2室1厅,70.23平米,南,简装,中楼层(共6层),205,29190,非共有
地铁口 学.校旁 新湖广场龙庭锦绣三房带院子,3室2厅,142.41平米,南,精装,低楼层(共11层),219,15379,非共有
湾上 洋房 满二 三开间朝南 采光好 无遮挡,4室2厅,126.55平米,南 北,毛坯,高楼层(共9层),358,28290,共有
有钥匙 随时可用  房东诚心出售 挑高6米,1室2厅,46.87平米,北,简装,中楼层(共11层),330,70408,共有
保养好 家具家电全留 采光无忧 看房方便 诚心出售,2室2厅,87.87平米,南,精装,低楼层(共18层),164,18664,非共有
全新精装修未住人，满五年，中高楼层，有钥匙,1室2厅,68.06平米,南,精装,30层,299,43932,共有
捡漏金郡南区三房 满五唯一 中上楼层 不靠马路 方便,3室2厅,92.93平米,南,精装,中楼层(共17层),210,22598,共有
满五唯一   带露台   带小车库复式楼,5室2厅,144.83平米,南,精装,高楼层(共6层),128,8838,非共有
此房满五唯一，中上楼层，采光全天候，无遮挡，,3室2厅,88.29平米,南,精装,高楼层(共27层),314.5,35622,共有
友联一村 两房朝南 厨卫朝北 精装修 有钥匙 看房方便,2室1厅,61平米,南,精装,高楼层(共6层),135,22132,共有
吴江太湖新城紧凑型小户好房出售,3室2厅,95.87平米,南,简装,中楼层(共34层),261,27225,共有
园区南交通便利 精装三房保养好 拎包入住诚心出售,3室2厅,92.9平米,南 北,精装,中楼层(共20层),180,19376,共有
新出合景峰汇十期朝南4.5米挑高复式公寓,2室2厅,45.61平米,南,精装,低楼层(共19层),59,12936,非共有
新上精装中楼层采光好诚意出售看房找小谭,2室2厅,86.68平米,南,精装,中楼层(共20层),235,27112,非共有
此房满两年，业主自住，保养好，诚心出售，随时看房,3室2厅,96.2平米,南,精装,中楼层(共27层),242.8,25240,非共有
娄葑 外楼梯 复式《金益三村》带南晒台，可分开出租,4室2厅,115.91平米,南,精装,高楼层(共5层),248,21396,非共有
齐门人家拎包入住两室朝南，好楼层，全天采光,2室2厅,73.48平米,南,精装,高楼层(共32层),212,28852,非共有
龙港花苑 楼层好 两房朝南  诚心出售,2室1厅,70.42平米,南,简装,低楼层(共6层),160,22721,非共有
此房满两年，视野开阔，采光佳，近11号线，交通便利,3室2厅,89.4平米,南,毛坯,低楼层(共32层),183,20470,非共有
大成珺小三房，房东急卖，随时看房中间楼层采光无影响,3室2厅,89.78平米,南,精装,中楼层(共25层),189.4,21097,共有
德祐大力推荐  空间动静分离 欲购从速,4室2厅,122.75平米,南,毛坯,高楼层(共17层),167,13605,共有
精装房，南北通透，好楼层，采光视野好，自住带软装！,4室2厅,144平米,南 北,精装,低楼层(共33层),243.1,16882,共有
精装自住的小公寓，种高楼层，朝南，阳光充足！,2室1厅,46.63平米,南,精装,高楼层(共22层),62.9,13490,共有
万科美好广场旁  中间楼层 两房南 满五 地铁1号线,2室1厅,57.49平米,南,精装,中楼层(共6层),165,28701,共有
奥园大三房边套，采光好楼层位置好，价格好,3室1厅,120.72平米,南,简装,中楼层(共10层),148,12260,共有
房子通透 看房方便 带自库17平左右,2室1厅,83平米,东,简装,中楼层(共6层),159,19157,非共有
房东急售，精装三房，中间楼层，采光通风好。,3室1厅,95.77平米,南,精装,低楼层(共29层),237.5,24799,共有
振华未用，满五年唯一,生活方便诚售,2室1厅,61平米,南,简装,高楼层(共6层),225.5,36968,非共有
保利悦玺 尹山湖好位置  品质+地铁+长申 +诚心诚意,3室2厅,94.63平米,南 北,精装,高楼层(共26层),300,31703,共有
第五元素  精装保养好 房东诚意出售 看房提前预约,2室2厅,72.34平米,南,精装,25层,330,45618,共有
园南东方海悦花园 精装两房92平159万,2室2厅,92.1平米,南,简装,中楼层(共5层),158.6,17221,非共有
金益三村，毛坯两房，邻地铁口诚意出售,2室1厅,72.14平米,南,毛坯,中楼层(共5层),195,27031,共有
户型方正，南北双阳台，采光充足，中间楼层江景房,2室1厅,73.14平米,南 北,简装,中楼层(共11层),139,19005,非共有
鑫苑国际城市花园(昆山市) 2室2厅 南,2室2厅,87.54平米,南,精装,低楼层(共33层),144,16450,共有
罗马假日 简单装修 中间楼层随时看房,2室1厅,85.69平米,西,简装,中楼层(共18层),140,16338,共有
独门独户房卡房 朝南采光好，内阁楼 实际面积大总价低,1室1厅,22.02平米,南,精装,低楼层(共1层),53.5,24297,非共有
一手空置实用型2房带电梯，中间楼层阳光刺眼，免双税,2室2厅,70.56平米,东 南,毛坯,中楼层(共8层),74,10488,共有
保利悦玺，一野设计全包装修+美式风格，地铁80米,3室2厅,113平米,南 北,精装,低楼层(共31层),356,31505,共有
小区中间的位置 采光景观视野好 星洲未用 免个税,2室2厅,75.67平米,南,精装,24层,345,45593,共有
此房满五唯一，150万装修，保养好，房东诚心出售,5室3厅,303.07平米,南,精装,低楼层(共4层),740,24417,共有
小宋推荐可逸兰亭首付32万买94平大三房，拎包入住,3室2厅,93.41平米,南,精装,低楼层(共33层),145,15523,非共有
位置安静 带电梯带45平露台 不用个税,4室2厅,159.88平米,南,精装,低楼层(共9层),832,52040,共有
满五唯一，自住精装修，房东急售，低于市场价格。,4室2厅,132平米,南,精装,高楼层(共6层),370,28031,共有
新唯花园户型方正采光充足视野开阔拎包入住满五唯一,3室1厅,88.64平米,南 北,精装,高楼层(共18层),220,24820,非共有
中间楼层，南北通透三房两卫，采光佳，自住精装修，,3室2厅,129.86平米,南 北,精装,高楼层(共6层),175,13477,共有
品质小区 满二 中上楼层 自住精装修 诚售,3室2厅,90.86平米,南,精装,中楼层(共16层),227,24984,非共有
现代花园二期 2楼采光无遮挡带一个十几平的大自行车库,2室1厅,69.38平米,东 南,精装,中楼层(共5层),175,25224,非共有
通透户型三房，中上楼层，采光刺眼，价格可谈周期可等,3室2厅,113.09平米,南,精装,中楼层(共33层),728,64374,共有
三开间朝南高楼层无遮挡，有湖景。,2室2厅,130.25平米,南,精装,高楼层(共47层),710,54511,非共有
清华名城大两房精装修拧包入住 看房随时 业主诚心出售,2室2厅,96平米,南,精装,低楼层(共6层),106,11042,共有
高浜二村南北通风 门口是ditiekou和xuexiao 房东诚售,1室1厅,45平米,南,简装,低楼层(共4层),125,27778,共有
精装修两房，满五唯一，景观楼层，拎包入住,2室2厅,88.5平米,南,精装,高楼层(共18层),125,14125,共有
一线江景房，采光好，户型好，楼层好,2室1厅,84.04平米,南 北,精装,高楼层(共26层),192.7,22930,非共有
全屋暖气路劲主场四期，全新婚装品质三房，保养全新,3室2厅,99.34平米,南 西 北,精装,高楼层(共20层),379,38152,非共有
水香街 先奇园两房出售 房东自住房满五年唯一,2室1厅,69.07平米,南,精装,中楼层(共6层),156.8,22702,非共有
华城美地南岸 3室2厅 南,3室2厅,91.2平米,南,精装,中楼层(共25层),142.5,15625,共有
满五唯一精装大两房  中等楼层  诚意出售,2室2厅,79平米,南 北,精装,低楼层(共18层),180,22785,非共有
正荣悦岚山 精装三房带全屋空调 楼层好 诚售,3室2厅,81.12平米,南,精装,高楼层(共16层),174.9,21561,非共有
嘉吴苑 2室1厅 南,2室1厅,59.76平米,南,精装,中楼层(共5层),185,30958,共有
全天采光，家电全新，中间楼层，视野开阔，满两年.,3室2厅,93.19平米,南,精装,低楼层(共34层),268,28759,共有
七里香都精装2室 满二 全天采光（南面是洋房）,2室2厅,89.14平米,南,精装,低楼层(共22层),395,44313,非共有
此房实用面积大 精装修 地理位置方便 采光良好,3室2厅,100平米,南,精装,高楼层(共6层),176,17600,共有
锦华星光苑，位置好，楼层好全新毛坯未住过人,3室1厅,92平米,南,毛坯,中楼层(共27层),225,24457,共有
小区1840多户，此户型总共22户， 自住精装，满5年V一,2室2厅,79.2平米,南,精装,高楼层(共12层),186,23485,共有
永新秀郡精装边户小三房，房东换房出售,3室2厅,92.04平米,南,精装,高楼层(共25层),255,27706,非共有
王天井巷精装带院子 院子开门 采光好,1室1厅,40.86平米,南,简装,低楼层(共4层),110,26922,共有
常发香城名园 3室2厅 南,3室2厅,124平米,南,毛坯,中楼层(共6层),219,17662,非共有
花苑新村（花桥） 3室2厅 南 北,3室2厅,118.7平米,南 北,简装,中楼层(共6层),169.9,14314,共有
大3房，中等装修，满两年，有钥匙，随时看房。,3室2厅,122.64平米,南,简装,高楼层(共4层),168,13699,非共有
此房产证满两年，简单装修，保养好，楼层好，目前空置,3室2厅,120平米,南 北,精装,低楼层(共16层),252.5,21042,共有
房东急卖，户型方正，格局好，采光充足 、 城心出售。,3室1厅,73.95平米,南,简装,高楼层(共6层),158,21366,共有
满五唯一 草桥+善耕 带汽车库 看房有钥匙 价格可谈,3室2厅,117.23平米,南,精装,中楼层(共5层),390,33268,非共有
万科未来之城 3室2厅 南 北,3室2厅,82.27平米,南 北,精装,低楼层(共34层),130,15802,共有
湖岸名家新上南北通透婚装3房，保养好，直接拎包入住,3室2厅,118平米,南 北,精装,中楼层(共5层),285,24153,非共有
房子诚心出售  看房有钥匙  随时都可以,3室1厅,118平米,南,简装,中楼层(共9层),227,19238,共有
房东诚心出售 精装两房 出行便利 双轨交通,2室1厅,86.82平米,南,精装,中楼层(共8层),108,12440,共有
市实小满五年，楼层好，采光充足，前后大晒台,2室1厅,69.44平米,南,简装,中楼层(共4层),283,40755,非共有
满二 看房方便  诚心出售  采光刺眼,2室2厅,76.78平米,南,精装,中楼层(共32层),178,23184,非共有
地铁200米，全南户型，近公园，业主诚心出售！,2室2厅,88.24平米,南,简装,低楼层(共31层),182,20626,非共有
好楼层，精装修，拎包入住，配套齐全，交通便利,2室1厅,95.03平米,南,精装,中楼层(共5层),215,22625,非共有
地铁口优质房源  业主置换    房东急售,2室1厅,82.64平米,南,精装,中楼层(共29层),113,13674,共有
此房满两年，小区前排无遮挡，采光视野好,2室2厅,69.38平米,南,毛坯,高楼层(共26层),137.5,19819,共有
该小区属于全新在建小区，环境优美，楼层好，采光刺眼,3室2厅,127.22平米,南,毛坯,23层,218.5,17175,共有
昆山万达商务区，地铁，昆山商厦，野马渡文体。。,2室2厅,91.71平米,南 北,精装,中楼层(共11层),149,16247,共有
满两年，省税，毛坯，未曾住过，洋房，中高楼层，诚售,3室2厅,140.89平米,南 北,毛坯,中楼层(共9层),368,26120,非共有
象屿都城嘉园一期，精装两房，满2年，采光无遮挡,2室1厅,65平米,南,精装,高楼层(共35层),126.5,19462,共有
新城汇 品质住宅 3开间向阳  采光视野,3室2厅,94.29平米,南,精装,中楼层(共28层),282,29908,非共有
古色古香，老宅子，西中市民国老街。独门独院马上签约,3室1厅,45平米,南 北,精装,低楼层(共1层),185,41112,非共有
新湘苑 3室2厅 南 北,3室2厅,102平米,南 北,精装,中楼层(共5层),312,30589,非共有
地铁二号线 新康花园 正气三房 带独库 有车位,3室2厅,96.7平米,南,精装,低楼层(共6层),240,24820,共有
优选好房，万科精装三房，家具带车位全有，中间好楼层,3室2厅,88平米,南,精装,高楼层(共41层),175,19887,共有
近园区金鸡湖，步行1000米可到东方之门，金鸡湖景区。,2室2厅,139.26平米,南,精装,18层,700,50266,共有
朝阳河花苑中上楼层总价低，单价低，房东诚心出售,3室2厅,92.72平米,南,简装,高楼层(共27层),208,22434,非共有
别墅精装，满两年，采光好四联排，拎包入驻！,4室1厅,171.09平米,南,精装,3层,588,34368,非共有
急售好房 吾悦旁 精装大两房---有钥匙，拎包入住。,2室2厅,89.49平米,南,精装,中楼层(共20层),157,17544,非共有
月盛花园三室一厅94.8平米   二楼 出行方便,3室2厅,94.83平米,南,精装,低楼层(共6层),148,15607,非共有
地铁口，两南房，精装修，户型正气,2室1厅,68.07平米,南,精装,6层,146,21449,非共有
满五唯一，户型方正，配套设施完善， 交通便利,3室2厅,62.12平米,南,简装,高楼层(共5层),184,29621,非共有
中新翠湖一楼大平层 低单价 房子带花园 随时看房,4室2厅,157.05平米,南,精装,低楼层(共17层),514,32729,非共有
阳光水韵 刚需两房  通透户型 中间楼层 满五唯一,2室2厅,90.04平米,南,精装,低楼层(共6层),214,23768,非共有
满二唯一 地铁沿线 三房通透户型,3室2厅,115.71平米,南,精装,中楼层(共33层),336,29039,共有
地铁口，精装修，三开间朝南，家具家电全配，拎包入住,5室2厅,164平米,南,精装,高楼层(共31层),385,23476,共有
生活配 套成 熟商 圈 南北通三房 精装修自住,3室2厅,93.41平米,南 北,精装,中楼层(共33层),166.6,17836,共有
